Image Name,Majority Vote Label,Number of Annotators who Selected SSA (Out of 7),Partition
MHIST_arv.png,HP,3,train
MHIST_arx.png,HP,0,train
MHIST_ary.png,HP,0,train
MHIST_arz.png,HP,2,train
MHIST_asf.png,HP,2,train
MHIST_asj.png,HP,1,train
MHIST_ask.png,HP,0,train
MHIST_asl.png,HP,3,train
MHIST_asm.png,HP,1,train
MHIST_asn.png,HP,0,train
MHIST_asp.png,HP,1,train
MHIST_asq.png,HP,2,train
MHIST_asr.png,HP,1,train
MHIST_ass.png,HP,1,train
MHIST_ast.png,HP,2,train
MHIST_asv.png,HP,2,train
MHIST_asy.png,HP,0,train
MHIST_atc.png,HP,1,train
MHIST_atf.png,HP,3,train
MHIST_atg.png,HP,1,train
MHIST_ati.png,HP,1,train
MHIST_atl.png,HP,1,train
MHIST_atm.png,HP,3,train
MHIST_atp.png,HP,1,train
MHIST_atr.png,HP,0,train
MHIST_ats.png,HP,0,train
MHIST_att.png,HP,0,train
MHIST_atv.png,HP,1,train
MHIST_atw.png,HP,2,train
MHIST_atx.png,HP,3,train
MHIST_atz.png,HP,2,train
MHIST_aud.png,HP,0,train
MHIST_aue.png,HP,0,train
MHIST_auf.png,HP,1,train
MHIST_aui.png,SSA,5,train
MHIST_auj.png,HP,0,train
MHIST_aul.png,HP,0,train
MHIST_aum.png,HP,2,train
MHIST_aun.png,HP,1,train
MHIST_auo.png,HP,0,train
MHIST_aup.png,HP,0,train
MHIST_aur.png,HP,0,train
MHIST_auv.png,SSA,4,train
MHIST_auz.png,HP,0,train
MHIST_ava.png,HP,0,train
MHIST_avb.png,HP,0,train
MHIST_avc.png,HP,0,train
MHIST_avh.png,SSA,4,train
MHIST_avi.png,SSA,5,train
MHIST_avj.png,HP,0,train
MHIST_avk.png,HP,1,train
MHIST_avl.png,HP,0,train
MHIST_avm.png,HP,0,train
MHIST_avn.png,HP,0,train
MHIST_avo.png,HP,1,train
MHIST_avq.png,SSA,4,train
MHIST_avs.png,HP,2,train
MHIST_avt.png,HP,1,train
MHIST_avu.png,HP,0,train
MHIST_avy.png,HP,3,train
MHIST_awa.png,HP,1,train
MHIST_awb.png,HP,2,train
MHIST_awc.png,HP,0,train
MHIST_awd.png,HP,2,train
MHIST_awe.png,HP,0,train
MHIST_awf.png,HP,2,train
MHIST_awi.png,HP,2,train
MHIST_awl.png,HP,2,train
MHIST_awp.png,HP,3,train
MHIST_awq.png,HP,3,train
MHIST_aws.png,HP,0,train
MHIST_awt.png,HP,0,train
MHIST_awv.png,HP,0,train
MHIST_awx.png,HP,0,train
MHIST_awy.png,HP,2,train
MHIST_axe.png,HP,3,train
MHIST_axf.png,HP,0,train
MHIST_axi.png,HP,0,train
MHIST_axk.png,HP,0,train
MHIST_axl.png,HP,2,train
MHIST_axn.png,HP,2,train
MHIST_axo.png,HP,0,train
MHIST_axq.png,HP,3,train
MHIST_axr.png,HP,1,train
MHIST_axs.png,HP,2,train
MHIST_axt.png,HP,2,train
MHIST_axu.png,HP,0,train
MHIST_axw.png,HP,1,train
MHIST_axx.png,HP,1,train
MHIST_axy.png,HP,2,train
MHIST_axz.png,HP,1,train
MHIST_ayb.png,HP,2,train
MHIST_ayd.png,HP,0,train
MHIST_ayg.png,HP,1,train
MHIST_ayi.png,HP,2,train
MHIST_ayj.png,HP,3,train
MHIST_ayk.png,HP,0,train
MHIST_ayl.png,HP,0,train
MHIST_aym.png,HP,0,train
MHIST_ayp.png,HP,0,train
MHIST_ayr.png,HP,1,train
MHIST_ayt.png,HP,0,train
MHIST_ayu.png,HP,1,train
MHIST_ayx.png,HP,2,train
MHIST_aza.png,HP,0,train
MHIST_azb.png,HP,3,train
MHIST_azc.png,HP,0,train
MHIST_azd.png,HP,0,train
MHIST_azg.png,HP,0,train
MHIST_azh.png,HP,0,train
MHIST_azi.png,HP,0,train
MHIST_azk.png,HP,3,train
MHIST_azr.png,HP,1,train
MHIST_azs.png,HP,0,train
MHIST_azt.png,HP,0,train
MHIST_azv.png,HP,0,train
MHIST_azw.png,HP,0,train
MHIST_azy.png,HP,1,train
MHIST_baa.png,HP,1,train
MHIST_bab.png,HP,1,train
MHIST_bac.png,HP,1,train
MHIST_bad.png,HP,2,train
MHIST_bah.png,HP,0,train
MHIST_bai.png,HP,0,train
MHIST_baj.png,HP,0,train
MHIST_bak.png,HP,0,train
MHIST_baq.png,HP,2,train
MHIST_bar.png,HP,1,train
MHIST_bat.png,HP,3,train
MHIST_bau.png,HP,2,train
MHIST_bay.png,HP,0,train
MHIST_bba.png,HP,0,train
MHIST_bbb.png,HP,0,train
MHIST_bbc.png,HP,1,train
MHIST_bbd.png,SSA,4,train
MHIST_bbj.png,HP,3,train
MHIST_bbk.png,HP,2,train
MHIST_bbo.png,HP,1,train
MHIST_bbp.png,HP,1,train
MHIST_bbq.png,HP,0,train
MHIST_bbu.png,HP,1,train
MHIST_bbv.png,HP,1,train
MHIST_bby.png,HP,1,train
MHIST_bbz.png,HP,3,train
MHIST_bca.png,HP,2,train
MHIST_bcb.png,SSA,4,train
MHIST_bcf.png,HP,1,train
MHIST_bcg.png,HP,1,train
MHIST_bch.png,HP,3,train
MHIST_bci.png,HP,2,train
MHIST_bcj.png,HP,1,train
MHIST_bck.png,HP,1,train
MHIST_bcm.png,HP,3,train
MHIST_bcp.png,HP,3,train
MHIST_bcq.png,HP,3,train
MHIST_bcs.png,HP,1,train
MHIST_bct.png,HP,0,train
MHIST_bcu.png,HP,1,train
MHIST_bcw.png,HP,0,train
MHIST_bcx.png,HP,2,train
MHIST_bde.png,HP,0,train
MHIST_bdf.png,HP,0,train
MHIST_bdg.png,HP,0,train
MHIST_bdi.png,HP,1,train
MHIST_bdj.png,HP,1,train
MHIST_bdk.png,HP,0,train
MHIST_bdm.png,HP,0,train
MHIST_bdn.png,HP,1,train
MHIST_bdq.png,HP,1,train
MHIST_bdr.png,HP,0,train
MHIST_bds.png,HP,0,train
MHIST_bdu.png,HP,1,train
MHIST_bdw.png,HP,0,train
MHIST_bdx.png,SSA,5,train
MHIST_bdy.png,HP,3,train
MHIST_bdz.png,HP,1,train
MHIST_bed.png,HP,0,train
MHIST_bef.png,HP,1,train
MHIST_beg.png,HP,2,train
MHIST_bei.png,SSA,4,train
MHIST_bek.png,HP,0,train
MHIST_bep.png,HP,3,train
MHIST_beq.png,HP,0,train
MHIST_bes.png,HP,2,train
MHIST_bet.png,HP,3,train
MHIST_bey.png,HP,1,train
MHIST_bfa.png,HP,2,train
MHIST_bfe.png,HP,0,train
MHIST_bfh.png,HP,2,train
MHIST_bfk.png,HP,1,train
MHIST_bfl.png,HP,1,train
MHIST_bfm.png,HP,1,train
MHIST_bfp.png,HP,2,train
MHIST_bfr.png,HP,0,train
MHIST_bfs.png,HP,0,train
MHIST_bft.png,SSA,5,train
MHIST_bgd.png,HP,1,train
MHIST_bgg.png,HP,0,train
MHIST_bgm.png,HP,0,train
MHIST_bgn.png,HP,2,train
MHIST_bgo.png,HP,0,train
MHIST_bgq.png,HP,0,train
MHIST_bgr.png,HP,1,train
MHIST_bgt.png,HP,0,train
MHIST_bgu.png,HP,1,train
MHIST_bgw.png,HP,2,train
MHIST_bgx.png,HP,0,train
MHIST_bha.png,HP,0,train
MHIST_bhb.png,HP,1,train
MHIST_bhc.png,HP,0,train
MHIST_bhd.png,HP,0,train
MHIST_bhe.png,HP,0,train
MHIST_bhf.png,HP,2,train
MHIST_bhg.png,HP,3,train
MHIST_bhh.png,HP,2,train
MHIST_bhi.png,HP,2,train
MHIST_bhj.png,HP,3,train
MHIST_bhm.png,HP,0,train
MHIST_bhp.png,HP,0,train
MHIST_bhr.png,HP,0,train
MHIST_bht.png,HP,0,train
MHIST_bhz.png,HP,0,train
MHIST_bia.png,HP,0,train
MHIST_bic.png,HP,1,train
MHIST_bid.png,HP,1,train
MHIST_big.png,SSA,5,train
MHIST_bik.png,HP,0,train
MHIST_biq.png,HP,1,train
MHIST_bir.png,HP,3,train
MHIST_bis.png,HP,1,train
MHIST_bit.png,SSA,4,train
MHIST_biv.png,HP,2,train
MHIST_bjb.png,HP,1,train
MHIST_bjc.png,HP,3,train
MHIST_bjf.png,HP,0,train
MHIST_bjg.png,HP,1,train
MHIST_bji.png,SSA,4,train
MHIST_bjj.png,HP,0,train
MHIST_bjk.png,HP,0,train
MHIST_bjl.png,HP,0,train
MHIST_bjn.png,HP,0,train
MHIST_bjo.png,HP,3,train
MHIST_bjq.png,HP,3,train
MHIST_bju.png,HP,2,train
MHIST_bjv.png,HP,1,train
MHIST_bjw.png,HP,2,train
MHIST_bjy.png,HP,1,train
MHIST_bjz.png,HP,0,train
MHIST_bkc.png,SSA,4,train
MHIST_bkf.png,HP,3,train
MHIST_bkg.png,SSA,4,train
MHIST_bki.png,HP,2,train
MHIST_bkm.png,HP,1,train
MHIST_bkn.png,HP,1,train
MHIST_bkq.png,HP,3,train
MHIST_bkr.png,HP,2,train
MHIST_bkw.png,HP,0,train
MHIST_bkx.png,HP,0,train
MHIST_bkz.png,HP,1,train
MHIST_bla.png,HP,1,train
MHIST_blb.png,HP,1,train
MHIST_blh.png,SSA,4,train
MHIST_bli.png,HP,0,train
MHIST_blk.png,HP,0,train
MHIST_bll.png,HP,0,train
MHIST_blp.png,HP,3,train
MHIST_blq.png,HP,2,train
MHIST_bls.png,HP,3,train
MHIST_blx.png,HP,0,train
MHIST_bmb.png,SSA,4,train
MHIST_bme.png,HP,1,train
MHIST_bmf.png,HP,1,train
MHIST_bmi.png,HP,0,train
MHIST_bmj.png,HP,2,train
MHIST_bmk.png,HP,1,train
MHIST_bml.png,HP,0,train
MHIST_bmm.png,HP,1,train
MHIST_bmo.png,HP,0,train
MHIST_bmq.png,SSA,4,train
MHIST_bmr.png,HP,2,train
MHIST_bmu.png,HP,3,train
MHIST_bmx.png,HP,0,train
MHIST_bmz.png,HP,1,train
MHIST_bna.png,HP,1,train
MHIST_bng.png,HP,2,train
MHIST_bnh.png,HP,1,train
MHIST_bni.png,SSA,4,train
MHIST_bnk.png,SSA,6,train
MHIST_bno.png,HP,1,train
MHIST_bns.png,HP,0,train
MHIST_bnt.png,HP,3,train
MHIST_bnu.png,HP,1,train
MHIST_bnx.png,SSA,4,train
MHIST_bny.png,SSA,4,train
MHIST_bnz.png,HP,1,train
MHIST_bob.png,HP,2,train
MHIST_boc.png,HP,2,train
MHIST_bog.png,HP,1,train
MHIST_boh.png,HP,1,train
MHIST_boi.png,SSA,5,train
MHIST_boj.png,HP,3,train
MHIST_bok.png,SSA,4,train
MHIST_bol.png,HP,3,train
MHIST_bom.png,HP,2,train
MHIST_boq.png,HP,1,train
MHIST_bou.png,HP,0,train
MHIST_box.png,HP,2,train
MHIST_bpc.png,HP,2,train
MHIST_bpe.png,HP,1,train
MHIST_bpf.png,SSA,5,train
MHIST_bpi.png,HP,0,train
MHIST_bpm.png,HP,1,train
MHIST_bpq.png,HP,0,train
MHIST_bpr.png,HP,3,train
MHIST_bpt.png,HP,2,train
MHIST_bpv.png,HP,1,train
MHIST_bpw.png,HP,2,train
MHIST_bpy.png,HP,3,train
MHIST_bqa.png,HP,0,train
MHIST_bqd.png,HP,0,train
MHIST_bqf.png,HP,0,train
MHIST_bqj.png,HP,0,train
MHIST_bqm.png,HP,2,train
MHIST_bqo.png,HP,0,train
MHIST_bqp.png,HP,0,train
MHIST_bqq.png,HP,3,train
MHIST_bqt.png,HP,2,train
MHIST_bqu.png,HP,2,train
MHIST_bqw.png,HP,0,train
MHIST_bqx.png,HP,0,train
MHIST_bqy.png,HP,1,train
MHIST_bqz.png,SSA,4,train
MHIST_bra.png,HP,1,train
MHIST_brb.png,SSA,4,train
MHIST_brc.png,HP,2,train
MHIST_brd.png,HP,1,train
MHIST_brf.png,HP,0,train
MHIST_brg.png,HP,0,train
MHIST_brh.png,HP,0,train
MHIST_bri.png,HP,0,train
MHIST_brj.png,HP,0,train
MHIST_brk.png,HP,0,train
MHIST_brm.png,HP,1,train
MHIST_brn.png,HP,1,train
MHIST_brq.png,HP,1,train
MHIST_bry.png,HP,0,train
MHIST_brz.png,HP,0,train
MHIST_bsb.png,HP,1,train
MHIST_bsg.png,HP,1,train
MHIST_bsi.png,HP,2,train
MHIST_bsl.png,HP,0,train
MHIST_bsm.png,SSA,4,train
MHIST_bsn.png,HP,0,train
MHIST_bso.png,HP,3,train
MHIST_bsp.png,HP,0,train
MHIST_bst.png,HP,2,train
MHIST_bsv.png,HP,1,train
MHIST_bsw.png,SSA,5,train
MHIST_btc.png,HP,2,train
MHIST_btd.png,HP,1,train
MHIST_bte.png,HP,2,train
MHIST_btg.png,HP,3,train
MHIST_bti.png,HP,0,train
MHIST_btj.png,HP,3,train
MHIST_btn.png,HP,0,train
MHIST_bto.png,HP,3,train
MHIST_btp.png,SSA,4,train
MHIST_btq.png,HP,1,train
MHIST_bts.png,HP,1,train
MHIST_btv.png,HP,2,train
MHIST_btw.png,HP,2,train
MHIST_btx.png,HP,2,train
MHIST_bua.png,HP,3,train
MHIST_buc.png,HP,2,train
MHIST_buf.png,SSA,4,train
MHIST_bui.png,HP,0,train
MHIST_buk.png,SSA,4,train
MHIST_bul.png,HP,0,train
MHIST_bun.png,HP,1,train
MHIST_bup.png,SSA,5,train
MHIST_buq.png,HP,2,train
MHIST_bus.png,HP,1,train
MHIST_but.png,HP,2,train
MHIST_buu.png,HP,1,train
MHIST_buw.png,HP,1,train
MHIST_buy.png,HP,1,train
MHIST_buz.png,HP,0,train
MHIST_bvd.png,HP,1,train
MHIST_bve.png,HP,0,train
MHIST_bvf.png,HP,0,train
MHIST_bvg.png,SSA,4,train
MHIST_bvh.png,SSA,4,train
MHIST_bvi.png,HP,1,train
MHIST_bvm.png,HP,1,train
MHIST_bvo.png,HP,1,train
MHIST_bvr.png,HP,3,train
MHIST_bvs.png,HP,2,train
MHIST_bvt.png,HP,1,train
MHIST_bvw.png,HP,2,train
MHIST_bwb.png,HP,2,train
MHIST_bwd.png,HP,2,train
MHIST_bwe.png,HP,2,train
MHIST_bwf.png,HP,0,train
MHIST_bwi.png,SSA,5,train
MHIST_bwj.png,HP,3,train
MHIST_bwk.png,HP,1,train
MHIST_bwm.png,HP,1,train
MHIST_bwn.png,HP,1,train
MHIST_bwp.png,HP,2,train
MHIST_bwq.png,HP,1,train
MHIST_bwr.png,HP,0,train
MHIST_bwv.png,HP,0,train
MHIST_bwx.png,SSA,5,train
MHIST_bwy.png,HP,1,train
MHIST_bxa.png,HP,1,train
MHIST_bxd.png,HP,1,train
MHIST_bxh.png,HP,2,train
MHIST_bxj.png,HP,0,train
MHIST_bxl.png,HP,3,train
MHIST_bxm.png,HP,0,train
MHIST_bxn.png,HP,0,train
MHIST_bxp.png,HP,2,train
MHIST_bxs.png,SSA,5,train
MHIST_bxt.png,HP,3,train
MHIST_bxw.png,HP,2,train
MHIST_byc.png,HP,1,train
MHIST_byd.png,HP,1,train
MHIST_bye.png,HP,1,train
MHIST_byj.png,HP,3,train
MHIST_byn.png,HP,3,train
MHIST_byo.png,HP,1,train
MHIST_byp.png,HP,1,train
MHIST_bys.png,HP,1,train
MHIST_byt.png,HP,2,train
MHIST_byv.png,HP,1,train
MHIST_byx.png,HP,1,train
MHIST_bzb.png,HP,3,train
MHIST_bzd.png,HP,0,train
MHIST_bzf.png,SSA,4,train
MHIST_bzg.png,HP,0,train
MHIST_bzj.png,HP,1,train
MHIST_bzo.png,HP,2,train
MHIST_bzp.png,HP,0,train
MHIST_bzq.png,HP,0,train
MHIST_bzt.png,HP,0,train
MHIST_bzv.png,HP,3,train
MHIST_bzx.png,HP,3,train
MHIST_bzy.png,HP,1,train
MHIST_bzz.png,HP,2,train
MHIST_cae.png,HP,2,train
MHIST_cah.png,HP,0,train
MHIST_caj.png,SSA,6,train
MHIST_cak.png,HP,1,train
MHIST_cal.png,HP,3,train
MHIST_can.png,HP,0,train
MHIST_caq.png,HP,1,train
MHIST_cas.png,HP,1,train
MHIST_cav.png,HP,0,train
MHIST_caw.png,HP,1,train
MHIST_cay.png,SSA,4,train
MHIST_caz.png,HP,0,train
MHIST_cba.png,HP,0,train
MHIST_cbd.png,HP,0,train
MHIST_cbe.png,SSA,5,train
MHIST_cbf.png,HP,0,train
MHIST_cbh.png,SSA,4,train
MHIST_cbi.png,HP,1,train
MHIST_cbk.png,HP,1,train
MHIST_cbm.png,HP,0,train
MHIST_cbn.png,HP,0,train
MHIST_cbp.png,HP,1,train
MHIST_cbr.png,HP,0,train
MHIST_cbs.png,HP,0,train
MHIST_cbt.png,HP,1,train
MHIST_cbv.png,SSA,5,train
MHIST_cbw.png,HP,2,train
MHIST_cby.png,HP,0,train
MHIST_cbz.png,HP,0,train
MHIST_cca.png,HP,1,train
MHIST_ccb.png,HP,2,train
MHIST_ccc.png,SSA,6,train
MHIST_ccg.png,HP,1,train
MHIST_cch.png,HP,3,train
MHIST_cci.png,HP,0,train
MHIST_ccj.png,HP,1,train
MHIST_cck.png,HP,0,train
MHIST_ccl.png,HP,1,train
MHIST_ccp.png,HP,0,train
MHIST_ccq.png,HP,0,train
MHIST_ccs.png,SSA,4,train
MHIST_ccv.png,HP,1,train
MHIST_ccw.png,HP,0,train
MHIST_ccx.png,HP,0,train
MHIST_ccy.png,HP,0,train
MHIST_ccz.png,HP,2,train
MHIST_cda.png,HP,0,train
MHIST_cdb.png,HP,0,train
MHIST_cdc.png,HP,1,train
MHIST_cdg.png,HP,1,train
MHIST_cdh.png,HP,2,train
MHIST_cdi.png,HP,3,train
MHIST_cdj.png,HP,3,train
MHIST_cdl.png,HP,1,train
MHIST_cdm.png,HP,1,train
MHIST_cdq.png,HP,0,train
MHIST_cds.png,SSA,4,train
MHIST_cdt.png,HP,0,train
MHIST_cdv.png,HP,3,train
MHIST_cdx.png,HP,2,train
MHIST_cdz.png,SSA,6,train
MHIST_cea.png,HP,2,train
MHIST_cec.png,HP,1,train
MHIST_ced.png,SSA,5,train
MHIST_cee.png,HP,0,train
MHIST_cef.png,HP,1,train
MHIST_ceg.png,HP,3,train
MHIST_ceh.png,HP,3,train
MHIST_cej.png,HP,3,train
MHIST_cen.png,HP,3,train
MHIST_cep.png,HP,3,train
